,product,sales,date,region
5123,lapis morsel,1180.07,2019-12-10,west
5124,pink morsel,1635.0,2019-12-11,north
5125,pink morsel,1506.0,2019-12-11,south
5126,pink morsel,1542.0,2019-12-11,east
5127,pink morsel,1551.0,2019-12-11,west
5128,gold morsel,5224.77,2019-12-11,north
5129,gold morsel,5964.03,2019-12-11,south
5130,gold morsel,5264.7300000000005,2019-12-11,east
5131,gold morsel,5544.45,2019-12-11,west
5132,magenta morsel,1417.5,2019-12-11,north
5133,magenta morsel,1400.0,2019-12-11,south
5134,magenta morsel,1390.0,2019-12-11,east
5135,magenta morsel,1367.5,2019-12-11,west
5136,chartreuse morsel,1647.0,2019-12-11,north
5137,chartreuse morsel,1512.0,2019-12-11,south
5138,chartreuse morsel,1638.0,2019-12-11,east
5139,chartreuse morsel,1629.0,2019-12-11,west
5140,periwinkle morsel,732.5,2019-12-11,north
5141,periwinkle morsel,690.0,2019-12-11,south
5142,periwinkle morsel,715.0,2019-12-11,east
5143,periwinkle morsel,735.0,2019-12-11,west
5144,vermilion morsel,2864.26,2019-12-11,north
5145,vermilion morsel,2529.9300000000003,2019-12-11,south
5146,vermilion morsel,2529.9300000000003,2019-12-11,east
5147,vermilion morsel,2495.0,2019-12-11,west
5148,lapis morsel,1116.39,2019-12-11,north
5149,lapis morsel,1014.9,2019-12-11,south
5150,lapis morsel,1186.04,2019-12-11,east
5151,lapis morsel,1126.34,2019-12-11,west
5152,pink morsel,1623.0,2019-12-12,north
5153,pink morsel,1719.0,2019-12-12,south
5154,pink morsel,1563.0,2019-12-12,east
5155,pink morsel,1791.0,2019-12-12,west
5156,gold morsel,5674.32,2019-12-12,north
5157,gold morsel,5324.67,2019-12-12,south
5158,gold morsel,5584.41,2019-12-12,east
5159,gold morsel,5504.49,2019-12-12,west
5160,magenta morsel,1270.0,2019-12-12,north
5161,magenta morsel,1280.0,2019-12-12,south
5162,magenta morsel,1397.5,2019-12-12,east
5163,magenta morsel,1365.0,2019-12-12,west
5164,chartreuse morsel,1599.0,2019-12-12,north
5165,chartreuse morsel,1749.0,2019-12-12,south
5166,chartreuse morsel,1653.0,2019-12-12,east
5167,chartreuse morsel,1692.0,2019-12-12,west
5168,periwinkle morsel,718.75,2019-12-12,north
5169,periwinkle morsel,667.5,2019-12-12,south
5170,periwinkle morsel,657.5,2019-12-12,east
5171,periwinkle morsel,731.25,2019-12-12,west
5172,vermilion morsel,2604.78,2019-12-12,north
5173,vermilion morsel,2724.54,2019-12-12,south
5174,vermilion morsel,2789.4100000000003,2019-12-12,east
5175,vermilion morsel,2929.13,2019-12-12,west
5176,lapis morsel,1006.9399999999999,2019-12-12,north
5177,lapis morsel,1108.43,2019-12-12,south
5178,lapis morsel,1170.12,2019-12-12,east
5179,lapis morsel,1124.35,2019-12-12,west
5180,pink morsel,1800.0,2019-12-13,north
5181,pink morsel,1800.0,2019-12-13,south
5182,pink morsel,1740.0,2019-12-13,east
5183,pink morsel,1755.0,2019-12-13,west
5184,gold morsel,5174.82,2019-12-13,north
5185,gold morsel,5994.0,2019-12-13,south
5186,gold morsel,5744.25,2019-12-13,east
5187,gold morsel,5954.04,2019-12-13,west
5188,magenta morsel,1355.0,2019-12-13,north
5189,magenta morsel,1412.5,2019-12-13,south
5190,magenta morsel,1497.5,2019-12-13,east
5191,magenta morsel,1337.5,2019-12-13,west
5192,chartreuse morsel,1785.0,2019-12-13,north
5193,chartreuse morsel,1734.0,2019-12-13,south
5194,chartreuse morsel,1608.0,2019-12-13,east
5195,chartreuse morsel,1761.0,2019-12-13,west
5196,periwinkle morsel,737.5,2019-12-13,north
5197,periwinkle morsel,633.75,2019-12-13,south
5198,periwinkle morsel,693.75,2019-12-13,east
5199,periwinkle morsel,710.0,2019-12-13,west
5200,vermilion morsel,2934.1200000000003,2019-12-13,north
5201,vermilion morsel,2619.75,2019-12-13,south
5202,vermilion morsel,2504.98,2019-12-13,east
5203,vermilion morsel,2769.4500000000003,2019-12-13,west
5204,lapis morsel,1058.68,2019-12-13,north
5205,lapis morsel,1022.86,2019-12-13,south
5206,lapis morsel,1074.6,2019-12-13,east
5207,lapis morsel,1148.23,2019-12-13,west
5208,pink morsel,1716.0,2019-12-14,north
5209,pink morsel,1632.0,2019-12-14,south
5210,pink morsel,1599.0,2019-12-14,east
5211,pink morsel,1632.0,2019-12-14,west
5212,gold morsel,5274.72,2019-12-14,north
5213,gold morsel,5914.08,2019-12-14,south
5214,gold morsel,5674.32,2019-12-14,east
5215,gold morsel,5364.63,2019-12-14,west
5216,magenta morsel,1350.0,2019-12-14,north
5217,magenta morsel,1400.0,2019-12-14,south
5218,magenta morsel,1487.5,2019-12-14,east
5219,magenta morsel,1320.0,2019-12-14,west
5220,chartreuse morsel,1785.0,2019-12-14,north
5221,chartreuse morsel,1602.0,2019-12-14,south
5222,chartreuse morsel,1626.0,2019-12-14,east
5223,chartreuse morsel,1584.0,2019-12-14,west
5224,periwinkle morsel,661.25,2019-12-14,north
5225,periwinkle morsel,636.25,2019-12-14,south
5226,periwinkle morsel,651.25,2019-12-14,east
5227,periwinkle morsel,687.5,2019-12-14,west
5228,vermilion morsel,2604.78,2019-12-14,north
5229,vermilion morsel,2924.1400000000003,2019-12-14,south
5230,vermilion morsel,2909.17,2019-12-14,east
5231,vermilion morsel,2564.86,2019-12-14,west
5232,lapis morsel,1138.28,2019-12-14,north
5233,lapis morsel,1158.18,2019-12-14,south
5234,lapis morsel,1182.06,2019-12-14,east
5235,lapis morsel,1130.32,2019-12-14,west
5236,pink morsel,1725.0,2019-12-15,north
5237,pink morsel,1743.0,2019-12-15,south
5238,pink morsel,1587.0,2019-12-15,east
5239,pink morsel,1608.0,2019-12-15,west
5240,gold morsel,5254.74,2019-12-15,north
5241,gold morsel,5854.14,2019-12-15,south
5242,gold morsel,5824.17,2019-12-15,east
5243,gold morsel,5164.83,2019-12-15,west
5244,magenta morsel,1465.0,2019-12-15,north
5245,magenta morsel,1295.0,2019-12-15,south
5246,magenta morsel,1415.0,2019-12-15,east
5247,magenta morsel,1372.5,2019-12-15,west
5248,chartreuse morsel,1524.0,2019-12-15,north
5249,chartreuse morsel,1500.0,2019-12-15,south
5250,chartreuse morsel,1782.0,2019-12-15,east
5251,chartreuse morsel,1512.0,2019-12-15,west
5252,periwinkle morsel,700.0,2019-12-15,north
5253,periwinkle morsel,627.5,2019-12-15,south
5254,periwinkle morsel,631.25,2019-12-15,east
5255,periwinkle morsel,627.5,2019-12-15,west
5256,vermilion morsel,2604.78,2019-12-15,north
5257,vermilion morsel,2989.01,2019-12-15,south
5258,vermilion morsel,2954.08,2019-12-15,east
5259,vermilion morsel,2924.1400000000003,2019-12-15,west
5260,lapis morsel,1142.26,2019-12-15,north
5261,lapis morsel,1028.83,2019-12-15,south
5262,lapis morsel,1192.01,2019-12-15,east
5263,lapis morsel,1176.09,2019-12-15,west
5264,pink morsel,1662.0,2019-12-16,north
5265,pink morsel,1791.0,2019-12-16,south
5266,pink morsel,1773.0,2019-12-16,east
5267,pink morsel,1650.0,2019-12-16,west
5268,gold morsel,5664.33,2019-12-16,north
5269,gold morsel,5044.95,2019-12-16,south
5270,gold morsel,5804.1900000000005,2019-12-16,east
5271,gold morsel,5424.57,2019-12-16,west
5272,magenta morsel,1397.5,2019-12-16,north
5273,magenta morsel,1362.5,2019-12-16,south
5274,magenta morsel,1270.0,2019-12-16,east
5275,magenta morsel,1277.5,2019-12-16,west
5276,chartreuse morsel,1662.0,2019-12-16,north
5277,chartreuse morsel,1749.0,2019-12-16,south
5278,chartreuse morsel,1596.0,2019-12-16,east
5279,chartreuse morsel,1557.0,2019-12-16,west
5280,periwinkle morsel,668.75,2019-12-16,north
5281,periwinkle morsel,681.25,2019-12-16,south
5282,periwinkle morsel,667.5,2019-12-16,east
5283,periwinkle morsel,721.25,2019-12-16,west
5284,vermilion morsel,2739.51,2019-12-16,north
5285,vermilion morsel,2744.5,2019-12-16,south
5286,vermilion morsel,2924.1400000000003,2019-12-16,east
5287,vermilion morsel,2939.11,2019-12-16,west
5288,lapis morsel,1152.21,2019-12-16,north
5289,lapis morsel,1168.1299999999999,2019-12-16,south
5290,lapis morsel,1174.1,2019-12-16,east
5291,lapis morsel,1108.43,2019-12-16,west
5292,pink morsel,1518.0,2019-12-17,north
5293,pink morsel,1749.0,2019-12-17,south
5294,pink morsel,1689.0,2019-12-17,east
5295,pink morsel,1533.0,2019-12-17,west
5296,gold morsel,5944.05,2019-12-17,north
5297,gold morsel,5984.01,2019-12-17,south
5298,gold morsel,5464.53,2019-12-17,east
5299,gold morsel,5604.39,2019-12-17,west
5300,magenta morsel,1270.0,2019-12-17,north
5301,magenta morsel,1340.0,2019-12-17,south
5302,magenta morsel,1252.5,2019-12-17,east
5303,magenta morsel,1387.5,2019-12-17,west
5304,chartreuse morsel,1698.0,2019-12-17,north
5305,chartreuse morsel,1656.0,2019-12-17,south
5306,chartreuse morsel,1515.0,2019-12-17,east
5307,chartreuse morsel,1605.0,2019-12-17,west
5308,periwinkle morsel,642.5,2019-12-17,north
5309,periwinkle morsel,630.0,2019-12-17,south
5310,periwinkle morsel,637.5,2019-12-17,east
5311,periwinkle morsel,711.25,2019-12-17,west
5312,vermilion morsel,2739.51,2019-12-17,north
5313,vermilion morsel,2639.71,2019-12-17,south
5314,vermilion morsel,2889.21,2019-12-17,east
5315,vermilion morsel,2599.79,2019-12-17,west
5316,lapis morsel,1140.27,2019-12-17,north
5317,lapis morsel,1030.82,2019-12-17,south
5318,lapis morsel,1138.28,2019-12-17,east
5319,lapis morsel,998.98,2019-12-17,west
5320,pink morsel,1533.0,2019-12-18,north
5321,pink morsel,1641.0,2019-12-18,south
5322,pink morsel,1590.0,2019-12-18,east
5323,pink morsel,1740.0,2019-12-18,west
5324,gold morsel,5554.4400000000005,2019-12-18,north
5325,gold morsel,5324.67,2019-12-18,south
5326,gold morsel,5804.1900000000005,2019-12-18,east
5327,gold morsel,5094.900000000001,2019-12-18,west
5328,magenta morsel,1415.0,2019-12-18,north
5329,magenta morsel,1495.0,2019-12-18,south
5330,magenta morsel,1257.5,2019-12-18,east
5331,magenta morsel,1305.0,2019-12-18,west
5332,chartreuse morsel,1662.0,2019-12-18,north
5333,chartreuse morsel,1764.0,2019-12-18,south
5334,chartreuse morsel,1767.0,2019-12-18,east
5335,chartreuse morsel,1584.0,2019-12-18,west
5336,periwinkle morsel,631.25,2019-12-18,north
5337,periwinkle morsel,741.25,2019-12-18,south
5338,periwinkle morsel,645.0,2019-12-18,east
5339,periwinkle morsel,671.25,2019-12-18,west
5340,vermilion morsel,2534.92,2019-12-18,north
5341,vermilion morsel,2994.0,2019-12-18,south
5342,vermilion morsel,2909.17,2019-12-18,east
5343,vermilion morsel,2759.4700000000003,2019-12-18,west
5344,lapis morsel,1026.84,2019-12-18,north
5345,lapis morsel,1086.54,2019-12-18,south
5346,lapis morsel,1012.91,2019-12-18,east
5347,lapis morsel,1094.5,2019-12-18,west
5348,pink morsel,1665.0,2019-12-19,north
5349,pink morsel,1773.0,2019-12-19,south
5350,pink morsel,1503.0,2019-12-19,east
5351,pink morsel,1542.0,2019-12-19,west
5352,gold morsel,5884.11,2019-12-19,north
5353,gold morsel,5374.62,2019-12-19,south
5354,gold morsel,5074.92,2019-12-19,east
5355,gold morsel,5064.93,2019-12-19,west
5356,magenta morsel,1367.5,2019-12-19,north
5357,magenta morsel,1392.5,2019-12-19,south
5358,magenta morsel,1270.0,2019-12-19,east
5359,magenta morsel,1395.0,2019-12-19,west
5360,chartreuse morsel,1713.0,2019-12-19,north
5361,chartreuse morsel,1533.0,2019-12-19,south
5362,chartreuse morsel,1737.0,2019-12-19,east
5363,chartreuse morsel,1647.0,2019-12-19,west
5364,periwinkle morsel,700.0,2019-12-19,north
5365,periwinkle morsel,647.5,2019-12-19,south
5366,periwinkle morsel,635.0,2019-12-19,east
5367,periwinkle morsel,643.75,2019-12-19,west
5368,vermilion morsel,2844.3,2019-12-19,north
5369,vermilion morsel,2614.76,2019-12-19,south
5370,vermilion morsel,2539.9100000000003,2019-12-19,east
5371,vermilion morsel,2954.08,2019-12-19,west
5372,lapis morsel,1072.61,2019-12-19,north
5373,lapis morsel,1120.37,2019-12-19,south
5374,lapis morsel,1052.71,2019-12-19,east
5375,lapis morsel,1162.16,2019-12-19,west
5376,pink morsel,1788.0,2019-12-20,north
5377,pink morsel,1773.0,2019-12-20,south
5378,pink morsel,1788.0,2019-12-20,east
5379,pink morsel,1785.0,2019-12-20,west
5380,gold morsel,5024.97,2019-12-20,north
5381,gold morsel,5194.8,2019-12-20,south
5382,gold morsel,5654.34,2019-12-20,east
5383,gold morsel,5974.02,2019-12-20,west
5384,magenta morsel,1497.5,2019-12-20,north
5385,magenta morsel,1425.0,2019-12-20,south
5386,magenta morsel,1297.5,2019-12-20,east
5387,magenta morsel,1460.0,2019-12-20,west
5388,chartreuse morsel,1650.0,2019-12-20,north
5389,chartreuse morsel,1785.0,2019-12-20,south
5390,chartreuse morsel,1800.0,2019-12-20,east
5391,chartreuse morsel,1791.0,2019-12-20,west
5392,periwinkle morsel,701.25,2019-12-20,north
5393,periwinkle morsel,698.75,2019-12-20,south
5394,periwinkle morsel,727.5,2019-12-20,east
5395,periwinkle morsel,672.5,2019-12-20,west
5396,vermilion morsel,2774.44,2019-12-20,north
5397,vermilion morsel,2869.25,2019-12-20,south
5398,vermilion morsel,2519.9500000000003,2019-12-20,east
5399,vermilion morsel,2584.82,2019-12-20,west
5400,lapis morsel,1120.37,2019-12-20,north
5401,lapis morsel,1084.55,2019-12-20,south
5402,lapis morsel,1062.66,2019-12-20,east
5403,lapis morsel,1020.87,2019-12-20,west
5404,pink morsel,1605.0,2019-12-21,north
5405,pink morsel,1701.0,2019-12-21,south
5406,pink morsel,1626.0,2019-12-21,east
5407,pink morsel,1623.0,2019-12-21,west
5408,gold morsel,5944.05,2019-12-21,north
5409,gold morsel,5294.7,2019-12-21,south
5410,gold morsel,5394.6,2019-12-21,east
5411,gold morsel,5244.75,2019-12-21,west
5412,magenta morsel,1477.5,2019-12-21,north
5413,magenta morsel,1430.0,2019-12-21,south
5414,magenta morsel,1290.0,2019-12-21,east
5415,magenta morsel,1270.0,2019-12-21,west
5416,chartreuse morsel,1785.0,2019-12-21,north
5417,chartreuse morsel,1785.0,2019-12-21,south
5418,chartreuse morsel,1716.0,2019-12-21,east
5419,chartreuse morsel,1749.0,2019-12-21,west
5420,periwinkle morsel,716.25,2019-12-21,north
5421,periwinkle morsel,740.0,2019-12-21,south
5422,periwinkle morsel,700.0,2019-12-21,east
5423,periwinkle morsel,718.75,2019-12-21,west
5424,vermilion morsel,2534.92,2019-12-21,north
5425,vermilion morsel,2609.77,2019-12-21,south
5426,vermilion morsel,2909.17,2019-12-21,east
5427,vermilion morsel,2859.27,2019-12-21,west
5428,lapis morsel,1018.88,2019-12-21,north
5429,lapis morsel,1098.48,2019-12-21,south
5430,lapis morsel,1108.43,2019-12-21,east
5431,lapis morsel,1182.06,2019-12-21,west
5432,pink morsel,1671.0,2019-12-22,north
5433,pink morsel,1629.0,2019-12-22,south
5434,pink morsel,1725.0,2019-12-22,east
5435,pink morsel,1557.0,2019-12-22,west
5436,gold morsel,5184.81,2019-12-22,north
5437,gold morsel,5904.09,2019-12-22,south
5438,gold morsel,5124.87,2019-12-22,east
5439,gold morsel,5974.02,2019-12-22,west
5440,magenta morsel,1415.0,2019-12-22,north
5441,magenta morsel,1360.0,2019-12-22,south
5442,magenta morsel,1470.0,2019-12-22,east
5443,magenta morsel,1365.0,2019-12-22,west
5444,chartreuse morsel,1731.0,2019-12-22,north
5445,chartreuse morsel,1539.0,2019-12-22,south
5446,chartreuse morsel,1692.0,2019-12-22,east
5447,chartreuse morsel,1605.0,2019-12-22,west
5448,periwinkle morsel,725.0,2019-12-22,north
5449,periwinkle morsel,665.0,2019-12-22,south
5450,periwinkle morsel,733.75,2019-12-22,east
5451,periwinkle morsel,718.75,2019-12-22,west
5452,vermilion morsel,2784.42,2019-12-22,north
5453,vermilion morsel,2504.98,2019-12-22,south
5454,vermilion morsel,2784.42,2019-12-22,east
5455,vermilion morsel,2909.17,2019-12-22,west
5456,lapis morsel,1144.25,2019-12-22,north
5457,lapis morsel,1060.67,2019-12-22,south
5458,lapis morsel,1068.6299999999999,2019-12-22,east
5459,lapis morsel,1158.18,2019-12-22,west
5460,pink morsel,1671.0,2019-12-23,north
5461,pink morsel,1662.0,2019-12-23,south
5462,pink morsel,1674.0,2019-12-23,east
5463,pink morsel,1671.0,2019-12-23,west
5464,gold morsel,5994.0,2019-12-23,north
5465,gold morsel,5194.8,2019-12-23,south
5466,gold morsel,5224.77,2019-12-23,east
5467,gold morsel,5714.28,2019-12-23,west
5468,magenta morsel,1480.0,2019-12-23,north
5469,magenta morsel,1282.5,2019-12-23,south
5470,magenta morsel,1427.5,2019-12-23,east
5471,magenta morsel,1387.5,2019-12-23,west
5472,chartreuse morsel,1758.0,2019-12-23,north
5473,chartreuse morsel,1695.0,2019-12-23,south
5474,chartreuse morsel,1659.0,2019-12-23,east
5475,chartreuse morsel,1758.0,2019-12-23,west
5476,periwinkle morsel,743.75,2019-12-23,north
5477,periwinkle morsel,748.75,2019-12-23,south
5478,periwinkle morsel,673.75,2019-12-23,east
5479,periwinkle morsel,651.25,2019-12-23,west
5480,vermilion morsel,2784.42,2019-12-23,north
5481,vermilion morsel,2884.2200000000003,2019-12-23,south
5482,vermilion morsel,2514.96,2019-12-23,east
5483,vermilion morsel,2609.77,2019-12-23,west
5484,lapis morsel,1000.97,2019-12-23,north
5485,lapis morsel,1064.65,2019-12-23,south
5486,lapis morsel,1120.37,2019-12-23,east
5487,lapis morsel,1002.96,2019-12-23,west
5488,pink morsel,1620.0,2019-12-24,north
5489,pink morsel,1716.0,2019-12-24,south
5490,pink morsel,1674.0,2019-12-24,east
5491,pink morsel,1686.0,2019-12-24,west
5492,gold morsel,5634.36,2019-12-24,north
5493,gold morsel,5454.54,2019-12-24,south
5494,gold morsel,5044.95,2019-12-24,east
5495,gold morsel,5344.650000000001,2019-12-24,west
5496,magenta morsel,1290.0,2019-12-24,north
5497,magenta morsel,1422.5,2019-12-24,south
5498,magenta morsel,1487.5,2019-12-24,east
5499,magenta morsel,1255.0,2019-12-24,west
5500,chartreuse morsel,1671.0,2019-12-24,north
5501,chartreuse morsel,1722.0,2019-12-24,south
5502,chartreuse morsel,1608.0,2019-12-24,east
5503,chartreuse morsel,1662.0,2019-12-24,west
5504,periwinkle morsel,736.25,2019-12-24,north
5505,periwinkle morsel,748.75,2019-12-24,south
5506,periwinkle morsel,635.0,2019-12-24,east
5507,periwinkle morsel,686.25,2019-12-24,west
5508,vermilion morsel,2604.78,2019-12-24,north
5509,vermilion morsel,2539.9100000000003,2019-12-24,south
5510,vermilion morsel,2914.1600000000003,2019-12-24,east
5511,vermilion morsel,2664.6600000000003,2019-12-24,west
5512,lapis morsel,1138.28,2019-12-24,north
5513,lapis morsel,1058.68,2019-12-24,south
5514,lapis morsel,998.98,2019-12-24,east
5515,lapis morsel,1102.46,2019-12-24,west
5516,pink morsel,1752.0,2019-12-25,north
5517,pink morsel,1725.0,2019-12-25,south
5518,pink morsel,1545.0,2019-12-25,east
5519,pink morsel,1506.0,2019-12-25,west
5520,gold morsel,5994.0,2019-12-25,north
5521,gold morsel,5754.24,2019-12-25,south
5522,gold morsel,5714.28,2019-12-25,east
5523,gold morsel,5794.2,2019-12-25,west
5524,magenta morsel,1347.5,2019-12-25,north
5525,magenta morsel,1297.5,2019-12-25,south
5526,magenta morsel,1292.5,2019-12-25,east
5527,magenta morsel,1402.5,2019-12-25,west
5528,chartreuse morsel,1704.0,2019-12-25,north
5529,chartreuse morsel,1689.0,2019-12-25,south
5530,chartreuse morsel,1665.0,2019-12-25,east
5531,chartreuse morsel,1677.0,2019-12-25,west
5532,periwinkle morsel,750.0,2019-12-25,north
5533,periwinkle morsel,655.0,2019-12-25,south
5534,periwinkle morsel,656.25,2019-12-25,east
5535,periwinkle morsel,670.0,2019-12-25,west
5536,vermilion morsel,2914.1600000000003,2019-12-25,north
5537,vermilion morsel,2574.84,2019-12-25,south
5538,vermilion morsel,2514.96,2019-12-25,east
5539,vermilion morsel,2594.8,2019-12-25,west
5540,lapis morsel,1016.89,2019-12-25,north
5541,lapis morsel,1092.51,2019-12-25,south
5542,lapis morsel,1136.29,2019-12-25,east
5543,lapis morsel,1030.82,2019-12-25,west
5544,pink morsel,1539.0,2019-12-26,north
5545,pink morsel,1716.0,2019-12-26,south
5546,pink morsel,1500.0,2019-12-26,east
5547,pink morsel,1794.0,2019-12-26,west
5548,gold morsel,5164.83,2019-12-26,north
5549,gold morsel,5874.12,2019-12-26,south
5550,gold morsel,5824.17,2019-12-26,east
5551,gold morsel,5524.47,2019-12-26,west
5552,magenta morsel,1427.5,2019-12-26,north
5553,magenta morsel,1340.0,2019-12-26,south
5554,magenta morsel,1307.5,2019-12-26,east
5555,magenta morsel,1430.0,2019-12-26,west
5556,chartreuse morsel,1683.0,2019-12-26,north
5557,chartreuse morsel,1800.0,2019-12-26,south
5558,chartreuse morsel,1770.0,2019-12-26,east
5559,chartreuse morsel,1503.0,2019-12-26,west
5560,periwinkle morsel,648.75,2019-12-26,north
5561,periwinkle morsel,706.25,2019-12-26,south
5562,periwinkle morsel,676.25,2019-12-26,east
5563,periwinkle morsel,666.25,2019-12-26,west
5564,vermilion morsel,2984.02,2019-12-26,north
5565,vermilion morsel,2794.4,2019-12-26,south
5566,vermilion morsel,2574.84,2019-12-26,east
5567,vermilion morsel,2804.38,2019-12-26,west
5568,lapis morsel,1086.54,2019-12-26,north
5569,lapis morsel,1124.35,2019-12-26,south
5570,lapis morsel,1048.73,2019-12-26,east
5571,lapis morsel,1174.1,2019-12-26,west
5572,pink morsel,1716.0,2019-12-27,north
5573,pink morsel,1665.0,2019-12-27,south
5574,pink morsel,1557.0,2019-12-27,east
5575,pink morsel,1620.0,2019-12-27,west
5576,gold morsel,5584.41,2019-12-27,north
5577,gold morsel,5434.56,2019-12-27,south
5578,gold morsel,5574.42,2019-12-27,east
5579,gold morsel,5424.57,2019-12-27,west
5580,magenta morsel,1290.0,2019-12-27,north
5581,magenta morsel,1495.0,2019-12-27,south
5582,magenta morsel,1460.0,2019-12-27,east
5583,magenta morsel,1322.5,2019-12-27,west
5584,chartreuse morsel,1776.0,2019-12-27,north
5585,chartreuse morsel,1695.0,2019-12-27,south
5586,chartreuse morsel,1668.0,2019-12-27,east
5587,chartreuse morsel,1512.0,2019-12-27,west
5588,periwinkle morsel,685.0,2019-12-27,north
5589,periwinkle morsel,628.75,2019-12-27,south
5590,periwinkle morsel,711.25,2019-12-27,east
5591,periwinkle morsel,706.25,2019-12-27,west
5592,vermilion morsel,2654.6800000000003,2019-12-27,north
5593,vermilion morsel,2894.2000000000003,2019-12-27,south
5594,vermilion morsel,2614.76,2019-12-27,east
5595,vermilion morsel,2495.0,2019-12-27,west
5596,lapis morsel,1036.79,2019-12-27,north
5597,lapis morsel,1106.44,2019-12-27,south
5598,lapis morsel,1068.6299999999999,2019-12-27,east
5599,lapis morsel,1004.95,2019-12-27,west
5600,pink morsel,1779.0,2019-12-28,north
5601,pink morsel,1779.0,2019-12-28,south
5602,pink morsel,1752.0,2019-12-28,east
5603,pink morsel,1773.0,2019-12-28,west
5604,gold morsel,5324.67,2019-12-28,north
5605,gold morsel,5874.12,2019-12-28,south
5606,gold morsel,5034.96,2019-12-28,east
5607,gold morsel,5344.650000000001,2019-12-28,west
5608,magenta morsel,1365.0,2019-12-28,north
5609,magenta morsel,1500.0,2019-12-28,south
5610,magenta morsel,1315.0,2019-12-28,east
5611,magenta morsel,1340.0,2019-12-28,west
5612,chartreuse morsel,1668.0,2019-12-28,north
5613,chartreuse morsel,1554.0,2019-12-28,south
5614,chartreuse morsel,1551.0,2019-12-28,east
5615,chartreuse morsel,1581.0,2019-12-28,west
5616,periwinkle morsel,638.75,2019-12-28,north
5617,periwinkle morsel,731.25,2019-12-28,south
5618,periwinkle morsel,668.75,2019-12-28,east
5619,periwinkle morsel,680.0,2019-12-28,west
5620,vermilion morsel,2969.05,2019-12-28,north
5621,vermilion morsel,2669.65,2019-12-28,south
5622,vermilion morsel,2979.03,2019-12-28,east
5623,vermilion morsel,2609.77,2019-12-28,west
5624,lapis morsel,1122.36,2019-12-28,north
5625,lapis morsel,1078.58,2019-12-28,south
5626,lapis morsel,1018.88,2019-12-28,east
5627,lapis morsel,1036.79,2019-12-28,west
5628,pink morsel,1800.0,2019-12-29,north
5629,pink morsel,1773.0,2019-12-29,south
5630,pink morsel,1767.0,2019-12-29,east
5631,pink morsel,1683.0,2019-12-29,west
5632,gold morsel,5134.86,2019-12-29,north
5633,gold morsel,5344.650000000001,2019-12-29,south
5634,gold morsel,5604.39,2019-12-29,east
5635,gold morsel,5004.99,2019-12-29,west
5636,magenta morsel,1427.5,2019-12-29,north
5637,magenta morsel,1307.5,2019-12-29,south
5638,magenta morsel,1355.0,2019-12-29,east
5639,magenta morsel,1300.0,2019-12-29,west
5640,chartreuse morsel,1632.0,2019-12-29,north
5641,chartreuse morsel,1596.0,2019-12-29,south
5642,chartreuse morsel,1767.0,2019-12-29,east
5643,chartreuse morsel,1782.0,2019-12-29,west
5644,periwinkle morsel,727.5,2019-12-29,north
5645,periwinkle morsel,741.25,2019-12-29,south
5646,periwinkle morsel,696.25,2019-12-29,east
5647,periwinkle morsel,708.75,2019-12-29,west
5648,vermilion morsel,2924.1400000000003,2019-12-29,north
5649,vermilion morsel,2634.7200000000003,2019-12-29,south
5650,vermilion morsel,2844.3,2019-12-29,east
5651,vermilion morsel,2969.05,2019-12-29,west
5652,lapis morsel,1084.55,2019-12-29,north
5653,lapis morsel,1106.44,2019-12-29,south
5654,lapis morsel,1008.93,2019-12-29,east
5655,lapis morsel,1126.34,2019-12-29,west
5656,pink morsel,1542.0,2019-12-30,north
5657,pink morsel,1728.0,2019-12-30,south
5658,pink morsel,1569.0,2019-12-30,east
5659,pink morsel,1659.0,2019-12-30,west
5660,gold morsel,5804.1900000000005,2019-12-30,north
5661,gold morsel,5484.51,2019-12-30,south
5662,gold morsel,5204.79,2019-12-30,east
5663,gold morsel,5064.93,2019-12-30,west
5664,magenta morsel,1387.5,2019-12-30,north
5665,magenta morsel,1405.0,2019-12-30,south
5666,magenta morsel,1445.0,2019-12-30,east
5667,magenta morsel,1312.5,2019-12-30,west
5668,chartreuse morsel,1524.0,2019-12-30,north
5669,chartreuse morsel,1659.0,2019-12-30,south
5670,chartreuse morsel,1668.0,2019-12-30,east
5671,chartreuse morsel,1509.0,2019-12-30,west
5672,periwinkle morsel,661.25,2019-12-30,north
5673,periwinkle morsel,700.0,2019-12-30,south
5674,periwinkle morsel,735.0,2019-12-30,east
5675,periwinkle morsel,641.25,2019-12-30,west
5676,vermilion morsel,2634.7200000000003,2019-12-30,north
5677,vermilion morsel,2514.96,2019-12-30,south
5678,vermilion morsel,2979.03,2019-12-30,east
5679,vermilion morsel,2679.63,2019-12-30,west
5680,lapis morsel,1094.5,2019-12-30,north
5681,lapis morsel,1020.87,2019-12-30,south
5682,lapis morsel,1108.43,2019-12-30,east
5683,lapis morsel,1060.67,2019-12-30,west
5684,pink morsel,1581.0,2019-12-31,north
5685,pink morsel,1713.0,2019-12-31,south
5686,pink morsel,1533.0,2019-12-31,east
5687,pink morsel,1692.0,2019-12-31,west
5688,gold morsel,5884.11,2019-12-31,north
5689,gold morsel,5784.21,2019-12-31,south
5690,gold morsel,5524.47,2019-12-31,east
5691,gold morsel,5364.63,2019-12-31,west
5692,magenta morsel,1277.5,2019-12-31,north
5693,magenta morsel,1367.5,2019-12-31,south
